Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2023/05534 ;22.01.2023 22:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KE SV. JIØÍ 1189/30 
2023/05193 ;21.01.2023 8:42;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LINDAUEROVA 8 
2023/04626 ;19.01.2023 8:02;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KRALOVICKÁ 25 
2023/04502 ;18.01.2023 22:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NÁKUPNÍ 
2023/03874 ;17.01.2023 3:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LÁBKOVA 2 
2023/03869 ;17.01.2023 3:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LÁBKOVA 8 
2023/03167 ;14.01.2023 1:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LESNÍ 6 
2023/03109 ;13.01.2023 20:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Výzva pro nepøítomného øidièe - lístek za stìraè, Pøedáno - Mìsto / Obec ;0;Plzeò, Námìstí Republiky 
2023/02875 ;13.01.2023 2:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LÁBKOVA 67 
2023/02862 ;13.01.2023 2:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA OKRAJI 3 
2023/02616 ;12.01.2023 2:14;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, VOJANOVA 29 
2023/02614 ;12.01.2023 4:39;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA DLOUHÝCH 80 
2023/02612 ;12.01.2023 3:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA DLOUHÝCH ZÁHONECH 504/12 
2023/02120 ;10.01.2023 9:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 130 
2023/01599 ;08.01.2023 3:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LÁBKOVA 2 
2023/01373 ;07.01.2023 2:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, DOMAŽLICKÁ 96 
2023/01371 ;07.01.2023 1:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KREUZMANNOVA 18A 
2023/01259 ;06.01.2023 8:08;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, HUSOVO NÁMÌSTÍ 8 
2023/01114 ;06.01.2023 1:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, V ZAHRÁDKÁCH 
2023/00689 ;04.01.2023 9:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, REVOLUÈNÍ 
2023/00593 ;03.01.2023 16:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, MACHÁÈKOVA 2 
2023/00311 ;02.01.2023 13:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA OKRAJI 3 
2023/00303 ;02.01.2023 15:37;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KREUZMANNOVA 18a 
2023/00137 ;01.01.2023 20:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HØBITOVNÍ 100 
2023/00060 ;01.01.2023 8:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 52 
2023/00057 ;01.01.2023 9:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE SV. JIØÍ 
2023/00051 ;01.01.2023 8:55;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE SV. JIØÍ 
